label,link,specialization,films_years,description
Сара Пэкстон,https://www.kinopoisk.ru/name/63917,"Актриса,Сценарист","86, 1995 — 2022","Безумно влюбленный: Мюзикл,Лжец, лжец,Это мы,Как избежать наказания за убийство,Твин Пикс,Вечное лето,C.S.I. Место преступления"
Джон К. Фарлесс,https://www.kinopoisk.ru/name/9598,"Актер,Продюсер","9, 1996 — 2020","Дублеры,C.S.I. Место преступления,Рэтчед"
B.o.B.,https://www.kinopoisk.ru/name/2354658,"Актер,Композитор,Сценарист","53, 2010 — 2021",
Бенни Уркидес,https://www.kinopoisk.ru/name/44915,"Актер,Режиссер","40, 1973 — 2020","Закусочная на колесах,Драконы навсегда,1408"
Эмбет Дэвидц,https://www.kinopoisk.ru/name/21893,Актриса,"53, 1985 — 2024","Список Шиндлера,Двухсотлетний человек,Убийство первой степени,Матильда,Перелом,Пациенты,Клиника,Анатомия страсти,Блудливая Калифорния,Безумцы"
Андреа Фильомени,https://www.kinopoisk.ru/name/4904588,Актриса,"13, 2016 — 2023",Американская история преступлений
Джессика Честейн,https://www.kinopoisk.ru/name/1111242,"Актриса,Продюсер","156, 1989 — 2024","Интерстеллар,Прислуга,Опасная игра Слоун,Большая игра,Марсианин,Сцены из супружеской жизни,Пуаро,Скорая помощь,Вероника Марс,Вперед, в прошлое!"
Брэд Стэндли,https://www.kinopoisk.ru/name/1950066,"Актер,Композитор,Сценарист,Продюсер","14, 1963 — 2014",Следствие по телу
Одри Феррис,https://www.kinopoisk.ru/name/221730,Актриса,"18, 1927 — 1935",
Конан О’Брайен,https://www.kinopoisk.ru/name/3180,"Актер,Продюсер,Сценарист","244, 1975 — 2024","Бэтмен: Возвращение Тёмного рыцаря,Иллюзия обмана,Невероятная жизнь Уолтера Митти,Ванильное небо,Темный рыцарь: Возрождение легенды. Часть 2,Крайний космос,Конан,Симпсоны,Силиконовая долина,Saturday Night Live"
Молли Хэйгэн,https://www.kinopoisk.ru/name/13262,"Актриса,Сценарист,Продюсер","146, 1979 — 2021","Коломбо: Убийство, туман и призраки,Коломбо: Бабочка в серых тонах,Чудо на Гудзоне,Всю мою жизнь,Чудеса своего рода,Голова Германа,Друзья,Настоящий детектив,Лучше звоните Солу,Это мы"
Дэвид Кросс,https://www.kinopoisk.ru/name/2786,"Актер,Сценарист,Продюсер,Режиссер","198, 1985 — 2023","Солдатики,Вечное сияние чистого разума,Люди в чёрном,Люди в черном 2,Меня там нет,Задержка в развитии,Американская семейка,Чем мы заняты в тени,Сообщество,Доктор Кац"
Стивен Стрейт,https://www.kinopoisk.ru/name/584238,"Актер,Продюсер","27, 1999 — 2021","Сити-Айленд,Пространство,Город мечты,Третья смена,Реванш"
Мойра Келли,https://www.kinopoisk.ru/name/3422,"Актриса,Режиссер","53, 1990 — 2024","Чаплин,Твин Пикс: Вырезанные сцены,Твин Пикс: Сквозь огонь,Золотой лед,С почестями,Холм одного дерева,Герои,Западное крыло,Ординатор,До смерти красива"
Тейт Эллингтон,https://www.kinopoisk.ru/name/582383,Актер,"69, 1990 — 2023","Голос улиц,Помни меня,Добровольцы,Рыжий,Линкольн Райм: Охота на Собирателя костей,База Куантико,Бесстыжие,Теория большого взрыва,Уроки химии"
Митч Япко,https://www.kinopoisk.ru/name/1513012,"Продюсер,Режиссер,Актер,Сценарист","32, 2007 — 2020",
Джермир Робинсон,https://www.kinopoisk.ru/name/1775345,Актер,"10, 2003 — 2021",
Алисса Диас,https://www.kinopoisk.ru/name/566544,Актриса,"52, 2000 — 2022","Новичок,Нарко: Мексика,Девять жизней Хлои Кинг,Обмани меня,Саутленд"
Джун Рафаэль,https://www.kinopoisk.ru/name/990219,"Актриса,Сценарист,Продюсер","117, 2000 — 2023","8-битное Рождество,Горе-творец,Зодиак,Ассистент звезды,Чёрный понедельник,Грейс и Фрэнки,Парки и зоны отдыха,Полет Конкордов,Лига"
Джонатан Оппенхайм,https://www.kinopoisk.ru/name/685468,"Монтажер,Продюсер,Сценарист,Режиссер","23, 1983 — 2018","Ай Вейвей: Никогда не извиняйся,Париж горит"
Энджи Дикинсон,https://www.kinopoisk.ru/name/11385,Актриса,"249, 1950 — 2021","Одиннадцать друзей Оушена,Рио Браво,Погоня,В упор,Заплати другому,Перри Мейсон"
Джули Стрэйн,https://www.kinopoisk.ru/name/11803,"Актриса,Продюсер,Режиссер,Сценарист","148, 1989 — 2022","Голый пистолет 33 1/3: Последний выпад,Двойной удар"
Эбигейл Спенсер,https://www.kinopoisk.ru/name/244447,"Актриса,Продюсер,Сценарист","82, 2000 — 2023","Покорители волн,Значит, война,Ошибки прошлого,Расправа,Как я встретил вашу маму,Настоящий детектив,Форс-мажоры"
Паркер Хёрли,https://www.kinopoisk.ru/name/2784021,Актер,"3, 2011 — 2013",
К.С. Уинклер,https://www.kinopoisk.ru/name/149840,Актриса,"26, 1976 — 1990","Команда «А»,Детектив Майк Хаммер"
Джилл Клейбёрг,https://www.kinopoisk.ru/name/1892,Актриса,"91, 1951 — 2018","Стыдливые люди,Поспешишь — людей насмешишь,Грязные мокрые деньги,Фрейзер,Части тела,Практика,Волшебный мир Дисней"
Брэндон Уорделл,https://www.kinopoisk.ru/name/1945276,"Актер,Продюсер,Композитор","8, 2010 — 2016",
Кортни Баррелл,https://www.kinopoisk.ru/name/2843443,Актер,"12, 2006 — 2022","Личная жизнь,Белая ворона"
Джеремай,https://www.kinopoisk.ru/name/2430094,"Актер,Композитор","51, 2010 — 2022",Власть в ночном городе. Книга четвёртая: Сила
Зелла Дэй,https://www.kinopoisk.ru/name/2254742,Актриса,"6, 2009 — 2015",
